,Unnamed: 0,id,title,vendor,category,prod_type,publish,price (MYR),compare_at_price (MYR),weight (grams),available,sku,review
453,453,4.63E+12,Evolve BMW B47 F30 F31 F34 318d 150HP ECU Remote Remap 2015+,Evolve,Tuning Remap,ECU Remap,2020-04-12T03:42:45+01:00,2232,,1000,FALSE,EVOLVERF3X318DB47,[]
454,454,4.63E+12,Evolve BMW B47 F30 F31 F34 320D 190HP ECU Remote Remap 2015+,Evolve,Tuning Remap,ECU Remap,2020-04-12T03:40:01+01:00,2232,,1000,FALSE,EVOLVERF3X320DB47,[]
455,455,4.63E+12,Evolve BMW B47 F30 F31 F34 325D 224HP ECU Remote Remap 2015+,Evolve,Tuning Remap,ECU Remap,2020-04-12T03:35:45+01:00,2232,,1000,FALSE,EVOLVERF3X325DB47,[]
456,456,4.63E+12,Evolve BMW N57 F30 F31 F34 330D 258HP ECU Remote Remap 2015+,Evolve,Tuning Remap,ECU Remap,2020-04-12T03:30:03+01:00,2232,,1000,FALSE,EVOLVERF3X330DN57,[]
457,457,4.63E+12,Evolve BMW N57 F30 F31 F34 335D 313HP ECU Remote Remap 2015+,Evolve,Tuning Remap,ECU Remap,2020-04-12T03:25:00+01:00,2232,,1000,FALSE,EVOLVERF3X335DN57,[]
458,458,4.63E+12,Evolve BMW B47 G20 318d 150HP ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-12T03:14:38+01:00,2605,,1000,FALSE,EVOLVERG2X318D,[]
459,459,4.63E+12,Evolve BMW B47 G20 330d 265HP ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-12T03:10:39+01:00,2605,,1000,FALSE,EVOLVERG2X330D,[]
460,460,4.63E+12,Evolve BMW B48 G20 320i 184HP ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-12T03:02:17+01:00,2232,,1000,FALSE,EVOLVERG2X320i,[]
461,461,4.63E+12,Evolve BMW B47 G20 320d 190HP ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-12T02:56:36+01:00,2605,,1000,FALSE,EVOLVERG2X320D,[]
462,462,4.63E+12,Evolve BMW B58 G20 M340i 374HP ECU Remote Remap,Evolve,Tuning Remap,ECU Remap,2020-04-12T02:46:45+01:00,2232,,1000,FALSE,EVOLVERG2XM340IB58,[]
463,463,4.63E+12,Evolve BMW N47 F30 F31 316D 116HP ECU Remote Remap 2011 - 2015,Evolve,Tuning Remap,ECU Remap,2020-04-12T02:35:35+01:00,2232,,1000,FALSE,EVOLVERF3X316DN47,[]
464,464,4.63E+12,Evolve BMW N47 F30 F31 F34 320D 184HP ECU Remote Remap 2011 - 2015,Evolve,Tuning Remap,ECU Remap,2020-04-12T02:25:39+01:00,2232,,1000,FALSE,EVOLVERF30320D,[]
465,465,4.63E+12,Evolve BMW N47 F30 F31 F34 325D 218HP ECU Remote Remap 2011 - 2015,Evolve,Tuning Remap,ECU Remap,2020-04-12T02:23:07+01:00,2232,,1000,FALSE,EVOLVERF30325D,[]
466,466,4.63E+12,Evolve BMW N57 F30 F31 F34 330D 258HP ECU Remote Remap 2011 - 2015,Evolve,Tuning Remap,ECU Remap,2020-04-12T02:18:47+01:00,2232,,1000,FALSE,EVOLVERF30330D,[]
467,467,4.63E+12,Evolve BMW N57 F30 F31 F34 335D 313HP ECU Remote Remap 2011 - 2015,Evolve,Tuning Remap,ECU Remap,2020-04-12T02:06:27+01:00,2232,,1000,FALSE,EVOLVERF30335D,[]
468,468,4.41E+12,Bluespark Volkswagen Scirocco Pro Petrol Tuning Module 2.0 TSI,Bluespark,Tuning Remap,Tuning Box,2019-11-26T04:29:31+00:00,826,870,1000,TRUE,pt-6366,[]
469,469,4.41E+12,Bluespark Volkswagen Scirocco Pro Petrol Tuning Module 2.0 TSI,Bluespark,Tuning Remap,Tuning Box,2019-11-26T04:29:31+00:00,1062,1118,1000,TRUE,pt-6366-BT,[]
470,470,1.85E+12,Bluespark BMW F31 330d Pro + Boost Diesel Tuning Module,Bluespark,Tuning Remap,Tuning Box,2019-06-17T11:45:22+01:00,1322,1392,1000,TRUE,pb-643,[]
471,471,1.85E+12,Bluespark BMW F31 330d Pro + Boost Diesel Tuning Module,Bluespark,Tuning Remap,Tuning Box,2019-06-17T11:45:22+01:00,1558,1640,1000,TRUE,pb-643-BT,[]
472,472,1.66E+12,"BMS Mercedes-Benz C63 E63 JB4 (C-Class, E-Class, GLC & GTS)",BMS,Tuning Remap,Tuning Box,2016-07-19T23:59:00+01:00,3774,,1000,FALSE,BMS044,[]
473,473,1.66E+12,Blackbox BMW 435D (313PS) Diesel Tuner,Blackbox,Tuning Remap,Tuning Box,2016-07-19T23:59:00+01:00,1377,1391,1000,TRUE,pb-6631,[]
474,474,1.59E+12,034Motorsport Audi 2.5TFSI EVO Performance Software (8V/8S RS3/TTRS),034Motorsport,Tuning Remap,ECU Remap,2018-12-12T16:11:13+00:00,4129,,0,FALSE,034-25TFSI-EA855-EVO,[]
475,475,1.59E+12,034Motorsport Dynamic+ DSG Software Upgrade For Audi 8V.5 RS3 AND 8S TTRS DQ500 Transmission,034Motorsport,Tuning Remap,ECU Remap,2018-12-12T16:11:13+00:00,2982,,0,FALSE,034-DQ500-MQB,[]
476,476,1.48E+12,Evolve BMW S55 ECU Performance Remap with Evolve-R (F80 M3 & F82 M4),Evolve,Tuning Remap,ECU Remap,2018-03-09T11:29:25+00:00,2605,,1000,TRUE,EVOLVERF82M4-001,[]
477,477,1.48E+12,Evolve BMW S55 ECU Performance Remap with Evolve-R (F80 M3 & F82 M4),Evolve,Tuning Remap,ECU Remap,2018-03-09T11:29:25+00:00,2605,,1000,TRUE,EVOLVERF82M4-002,[]
478,478,1.48E+12,Evolve BMW S55 ECU Performance Remap with Evolve-R (F80 M3 & F82 M4),Evolve,Tuning Remap,ECU Remap,2018-03-09T11:29:25+00:00,2605,,1000,TRUE,EVOLVERF82M4-003,[]
479,479,1.48E+12,Evolve BMW S55 ECU Performance Remap with Evolve-R (F80 M3 & F82 M4),Evolve,Tuning Remap,ECU Remap,2018-03-09T11:29:25+00:00,2605,,1000,TRUE,EVOLVERF82M4-004,[]
480,480,1.48E+12,Evolve BMW S55 ECU Performance Remap with Evolve-R (F80 M3 & F82 M4),Evolve,Tuning Remap,ECU Remap,2018-03-09T11:29:25+00:00,2605,,1000,TRUE,EVOLVERF82M4-005,[]
481,481,1.48E+12,Evolve BMW S55 ECU Performance Remap with Evolve-R (F80 M3 & F82 M4),Evolve,Tuning Remap,ECU Remap,2018-03-09T11:29:25+00:00,2605,,1000,TRUE,EVOLVERF82M4-006,[]
482,482,1.48E+12,Evolve BMW S55 ECU Performance Remap with Evolve-R (F80 M3 & F82 M4),Evolve,Tuning Remap,ECU Remap,2018-03-09T11:29:25+00:00,2605,,1000,TRUE,EVOLVERF82M4-007,[]
483,483,1.48E+12,Evolve BMW S55 ECU Performance Remap with Evolve-R (F80 M3 & F82 M4),Evolve,Tuning Remap,ECU Remap,2018-03-09T11:29:25+00:00,2605,,1000,TRUE,EVOLVERF82M4-008,[]
484,484,1.35E+12,"034Motorsport 07K Stage 1 + SRI Performance ECU Upgrade, MKV Volkswagen Jetta/Rabbit 2.5L",034Motorsport,Tuning Remap,ECU Remap,2024-11-27T23:38:25+00:00,2773,2800,1000,TRUE,034-103-2202,[]
485,485,1.35E+12,"034Motorsport 07K Stage 1 Performance ECU Upgrade, MKV Volkswagen Jetta/Rabbit 2.5L",034Motorsport,Tuning Remap,ECU Remap,2024-11-27T23:38:23+00:00,1590,1621,3400,FALSE,034-103-2200,[]
486,486,1.34E+12,BMS Porsche Panamera V6 JB4 BETA Tuning Box,BMS,Tuning Remap,Tuning Box,2017-07-17T16:07:00+01:00,3302,,1000,FALSE,POR-JB4,[]
487,487,1.34E+12,"BMS Mercedes-Benz C-Class Stage 1 Tuner 2015+ (C200, C250, C300, C400, C43 & C450)",BMS,Tuning Remap,Tuning Box,2017-07-17T16:07:00+01:00,2155,,1000,FALSE,MB-JB1,[]
488,488,11158131732,Ventura BMW Tuning Box F30 F31 (320d),Ventura,Tuning Remap,Tuning Box,2020-05-07T04:01:39+01:00,2276,2297,2000,TRUE,V-F30-320d-190,[]
489,489,11158064212,Ventura BMW Tuning Box F30 F31 (320d xDrive),Ventura,Tuning Remap,Tuning Box,2020-05-07T04:01:11+01:00,2276,2297,2000,TRUE,V-F30-320dx-190,[]
490,490,11091189396,Ventura BMW B48 Tuning Box F30 F31 (330i),Ventura,Tuning Remap,Tuning Box,2020-05-07T04:00:43+01:00,2276,2297,2000,TRUE,V-F30-B48-330i,[]
491,491,8.76E+12,"MHD BMW B58 N55 S55 S58 CAN FlexFuel Analyzer QuickInstall Kit (Inc. M340i, M2 Competition, M3 & X4M)",ML Performance,Tuning Remap,ECU Remap,2024-08-13T06:20:43+01:00,2435,2435,2000,TRUE,MHD-ECA-FLEXFUEL-N55/S55,[]
492,492,8.76E+12,"MHD BMW B58 N55 S55 S58 CAN FlexFuel Analyzer QuickInstall Kit (Inc. M340i, M2 Competition, M3 & X4M)",ML Performance,Tuning Remap,ECU Remap,2024-08-13T06:20:43+01:00,2435,2435,2000,TRUE,MHD-ECA-FLEXFUEL-F-B58,[]
493,493,8.76E+12,"MHD BMW B58 N55 S55 S58 CAN FlexFuel Analyzer QuickInstall Kit (Inc. M340i, M2 Competition, M3 & X4M)",ML Performance,Tuning Remap,ECU Remap,2024-08-13T06:20:43+01:00,2435,2435,2000,TRUE,MHD-ECA-FLEXFUEL-G-B58/S58,[]
494,494,8.76E+12,"MHD BMW B58 N55 S55 S58 CAN FlexFuel Analyzer QuickInstall Kit (Inc. M340i, M2 Competition, M3 & X4M)",ML Performance,Tuning Remap,ECU Remap,2024-08-13T06:20:43+01:00,2932,2932,2000,TRUE,MHD-ECA-FLEXFUEL-G-B58/S58-1.5/2.5,[]
495,495,8.76E+12,"MHD BMW B58 N55 S55 S58 CAN FlexFuel Analyzer QuickInstall Kit (Inc. M340i, M2 Competition, M3 & X4M)",ML Performance,Tuning Remap,ECU Remap,2024-08-13T06:20:43+01:00,2932,2932,2000,TRUE,MHD-ECA-FLEXFUEL-G-B58/S58-1/2,[]
496,496,8.76E+12,"MHD BMW B58 N55 S55 S58 CAN FlexFuel Analyzer QuickInstall Kit (Inc. M340i, M2 Competition, M3 & X4M)",ML Performance,Tuning Remap,ECU Remap,2024-08-13T06:20:43+01:00,2435,2435,2000,TRUE,MHD-ECA-FLEXFUEL-OPENWIRE,[]
497,497,8.76E+12,Bluespark Ford Ranger Raptor 3.0 V6 ECOBOOST 4WD 397PS Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2024-08-13T12:43:01+01:00,1888,1988,1000,TRUE,PTS-12140,[]
498,498,8.76E+12,Bluespark Ford Ranger Raptor 3.0 V6 ECOBOOST 4WD 397PS Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2024-08-13T12:43:01+01:00,2124,2236,1000,TRUE,PTS-12140-BT,[]
499,499,8.77E+12,Bluespark BMW E90 E92 N57 325d Pro + Boost Diesel Tuning Module,Bluespark,Tuning Remap,Tuning Box,2024-08-19T07:02:39+01:00,1322,1392,1000,TRUE,pb-627,[]
500,500,8.77E+12,Bluespark BMW E90 E92 N57 325d Pro + Boost Diesel Tuning Module,Bluespark,Tuning Remap,Tuning Box,2024-08-19T07:02:39+01:00,1558,1640,1000,TRUE,pb-627-BT,[]
501,501,8.80E+12,Bluespark Skoda Octavia 2.0 TSI RS 245PS Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2024-09-13T11:06:26+01:00,826,870,1000,TRUE,PT-11417,[]
502,502,8.80E+12,Bluespark Skoda Octavia 2.0 TSI RS 245PS Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2024-09-13T11:06:26+01:00,1062,1118,1000,TRUE,PT-11417-BT,[]
503,503,8.84E+12,Bluespark VW T-Roc R 2.0 296PS Bluespark Pro Petrol Tuning Module,Bluespark,Tuning Remap,Tuning Box,2024-10-29T12:35:28+00:00,869,944,3000,TRUE,PT-10387,[]
